# Source: K. Bogumil, J. Orphal, and J. P. Burrows
# University of Bremen - Institute of Environmental Physics
# P. O. Box 33 04 40
# D-28334 Bremen, Germany
# e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
# SIGMA = (C0 + C1*(T-T0) + C2*(T-T0)^2) * 1.E-20 cm^2
# where T0 = 273.15 and T is in Kelvin
#
# wavelength
# (air nm)         C0          C1(T-T0)         C2((T-T0)^2)
   627.3      3.77324e-01      1.04072e-04      1.55119e-06
   627.4      3.76681e-01      1.02511e-04      1.56833e-06
   627.5      3.75936e-01      9.68091e-05      1.53967e-06
   627.6      3.75326e-01      9.69354e-05      1.55154e-06
   627.7      3.74890e-01      1.04215e-04      1.61829e-06
   627.8      3.74495e-01      1.12188e-04      1.69019e-06
   627.9      3.74044e-01      1.16392e-04      1.73137e-06
   628.0      3.73481e-01      1.14708e-04      1.72136e-06
   628.1      3.72792e-01      1.07200e-04      1.65923e-06
   628.2      3.72092e-01      1.00956e-04      1.60793e-06
   628.3      3.71486e-01      1.01798e-04      1.61824e-06
   628.4      3.70953e-01      1.05229e-04      1.64489e-06
   628.5      3.70455e-01      1.05391e-04      1.63029e-06
   628.6      3.69964e-01      1.03364e-04      1.59222e-06
   628.7      3.69456e-01      1.02761e-04      1.57613e-06
   628.8      3.68917e-01      1.03791e-04      1.58468e-06
   628.9      3.68332e-01      1.04482e-04      1.59329e-06
   629.0      3.67722e-01      1.05031e-04      1.60310e-06
   629.1      3.67161e-01      1.08168e-04      1.64493e-06
   629.2      3.66677e-01      1.14060e-04      1.71833e-06
   629.3      3.66220e-01      1.17437e-04      1.75614e-06
   629.4      3.65737e-01      1.14633e-04      1.71295e-06
   629.5      3.65177e-01      1.08907e-04      1.63612e-06
   629.6      3.64500e-01      1.03760e-04      1.57624e-06
   629.7      3.63786e-01      1.00157e-04      1.54545e-06
   629.8      3.63147e-01      9.84654e-05      1.54609e-06
   629.9      3.62620e-01      9.79369e-05      1.55184e-06
   630.0      3.62218e-01      9.73506e-05      1.52247e-06
   630.1      3.61862e-01      9.59959e-05      1.45957e-06
   630.2      3.61385e-01      9.34307e-05      1.39720e-06
   630.3      3.60780e-01      9.09396e-05      1.36255e-06
   630.4      3.60247e-01      9.24349e-05      1.37887e-06
   630.5      3.59875e-01      9.89463e-05      1.44481e-06
   630.6      3.59492e-01      1.04302e-04      1.49506e-06
   630.7      3.58953e-01      1.03388e-04      1.47582e-06
   630.8      3.58324e-01      9.77498e-05      1.40173e-06
   630.9      3.57689e-01      9.00382e-05      1.30105e-06
   631.0      3.57073e-01      8.57778e-05      1.25215e-06
   631.1      3.56492e-01      9.13506e-05      1.34778e-06
   631.2      3.55977e-01      1.02866e-04      1.52266e-06
   631.3      3.55570e-01      1.10936e-04      1.62605e-06
   631.4      3.55208e-01      1.12569e-04      1.62332e-06
   631.5      3.54716e-01      1.09862e-04      1.57588e-06
   631.6      3.54081e-01      1.05441e-04      1.52374e-06
   631.7      3.53530e-01      1.03522e-04      1.48504e-06
   631.8      3.53172e-01      1.05739e-04      1.46528e-06
   631.9      3.52787e-01      1.06993e-04      1.44093e-06
   632.0      3.52193e-01      1.03410e-04      1.39775e-06
   632.1      3.51534e-01      9.95459e-05      1.37434e-06
   632.2      3.50982e-01      1.00746e-04      1.41354e-06
   632.3      3.50475e-01      1.04672e-04      1.48296e-06
   632.4      3.49874e-01      1.06662e-04      1.52781e-06
   632.5      3.49212e-01      1.06742e-04      1.54536e-06
   632.6      3.48623e-01      1.07543e-04      1.56096e-06
   632.7      3.48114e-01      1.09001e-04      1.57610e-06
   632.8      3.47570e-01      1.08409e-04      1.56923e-06
   632.9      3.46975e-01      1.05652e-04      1.53879e-06
   633.0      3.46464e-01      1.04989e-04      1.51770e-06
   633.1      3.46097e-01      1.08278e-04      1.52136e-06
   633.2      3.45689e-01      1.10157e-04      1.51368e-06
   633.3      3.45086e-01      1.06454e-04      1.46799e-06
   633.4      3.44431e-01      1.02823e-04      1.43274e-06
   633.5      3.43898e-01      1.05876e-04      1.46352e-06
   633.6      3.43423e-01      1.11603e-04      1.52335e-06
   633.7      3.42860e-01      1.12464e-04      1.54468e-06
   633.8      3.42214e-01      1.09016e-04      1.52609e-06
   633.9      3.41577e-01      1.06621e-04      1.50428e-06
   634.0      3.41012e-01      1.07212e-04      1.49252e-06
   634.1      3.40571e-01      1.09664e-04      1.48350e-06
   634.2      3.40224e-01      1.12344e-04      1.46934e-06
   634.3      3.39790e-01      1.12398e-04      1.44019e-06
   634.4      3.39177e-01      1.09465e-04      1.40506e-06
   634.5      3.38560e-01      1.10597e-04      1.42838e-06
   634.6      3.38088e-01      1.21123e-04      1.55584e-06
   634.7      3.37647e-01      1.32414e-04      1.68711e-06
   634.8      3.37083e-01      1.34178e-04      1.70561e-06
   634.9      3.36409e-01      1.29137e-04      1.64566e-06
   635.0      3.35690e-01      1.24124e-04      1.58904e-06
   635.1      3.34989e-01      1.20922e-04      1.55410e-06
   635.2      3.34378e-01      1.18553e-04      1.52381e-06
   635.3      3.33868e-01      1.17097e-04      1.49371e-06
   635.4      3.33406e-01      1.17756e-04      1.47156e-06
   635.5      3.32940e-01      1.20966e-04      1.46894e-06
   635.6      3.32412e-01      1.25724e-04      1.50395e-06
   635.7      3.31798e-01      1.31544e-04      1.58651e-06
   635.8      3.31195e-01      1.38935e-04      1.69496e-06
   635.9      3.30676e-01      1.47682e-04      1.80169e-06
   636.0      3.30161e-01      1.53031e-04      1.85443e-06
   636.1      3.29554e-01      1.49994e-04      1.80298e-06
   636.2      3.28887e-01      1.43476e-04      1.71365e-06
   636.3      3.28235e-01      1.41330e-04      1.68692e-06
   636.4      3.27608e-01      1.42013e-04      1.69531e-06
   636.5      3.26980e-01      1.38505e-04      1.63630e-06
   636.6      3.26326e-01      1.30001e-04      1.50644e-06
   636.7      3.25612e-01      1.21445e-04      1.39569e-06
   636.8      3.24860e-01      1.16408e-04      1.35483e-06
   636.9      3.24190e-01      1.16902e-04      1.38034e-06
   637.0      3.23646e-01      1.22550e-04      1.45081e-06
   637.1      3.23077e-01      1.25959e-04      1.48886e-06
   637.2      3.22364e-01      1.21779e-04      1.44244e-06
   637.3      3.21617e-01      1.16658e-04      1.39673e-06
   637.4      3.20969e-01      1.18254e-04      1.44548e-06
   637.5      3.20419e-01      1.24467e-04      1.54120e-06
   637.6      3.19927e-01      1.30449e-04      1.59628e-06
   637.7      3.19435e-01      1.33790e-04      1.59450e-06
   637.8      3.18876e-01      1.33060e-04      1.55345e-06
   637.9      3.18261e-01      1.30214e-04      1.50800e-06
   638.0      3.17680e-01      1.30444e-04      1.51368e-06
   638.1      3.17165e-01      1.34641e-04      1.56856e-06
   638.2      3.16681e-01      1.37707e-04      1.58777e-06
   638.3      3.16195e-01      1.37481e-04      1.54085e-06
   638.4      3.15682e-01      1.38720e-04      1.52659e-06
   638.5      3.15119e-01      1.44156e-04      1.60593e-06
   638.6      3.14491e-01      1.46545e-04      1.65280e-06
   638.7      3.13789e-01      1.39076e-04      1.54485e-06
   638.8      3.13098e-01      1.30985e-04      1.41450e-06
   638.9      3.12517e-01      1.34979e-04      1.45070e-06
   639.0      3.11985e-01      1.45543e-04      1.58702e-06
   639.1      3.11374e-01      1.48898e-04      1.64175e-06
   639.2      3.10705e-01      1.43963e-04      1.58583e-06
   639.3      3.10119e-01      1.38845e-04      1.49823e-06
   639.4      3.09602e-01      1.36292e-04      1.42161e-06
   639.5      3.08944e-01      1.33046e-04      1.36290e-06
   639.6      3.08082e-01      1.28011e-04      1.32823e-06
   639.7      3.07248e-01      1.24599e-04      1.32429e-06
   639.8      3.06610e-01      1.24963e-04      1.34924e-06
   639.9      3.06059e-01      1.25959e-04      1.36382e-06
   640.0      3.05485e-01      1.24720e-04      1.33451e-06
   640.1      3.04914e-01      1.23103e-04      1.28727e-06
   640.2      3.04399e-01      1.23805e-04      1.25818e-06
   640.3      3.03913e-01      1.26304e-04      1.25222e-06
   640.4      3.03395e-01      1.28902e-04      1.26384e-06
   640.5      3.02786e-01      1.30182e-04      1.28196e-06
   640.6      3.02013e-01      1.28655e-04      1.29039e-06
   640.7      3.01147e-01      1.24517e-04      1.27694e-06
   640.8      3.00419e-01      1.19740e-04      1.23139e-06
   640.9      2.99900e-01      1.16132e-04      1.16740e-06
   641.0      2.99414e-01      1.15606e-04      1.14199e-06
   641.1      2.98854e-01      1.19157e-04      1.18718e-06
   641.2      2.98293e-01      1.24792e-04      1.26112e-06
   641.3      2.97794e-01      1.30536e-04      1.32492e-06
   641.4      2.97289e-01      1.34645e-04      1.36908e-06
   641.5      2.96700e-01      1.35697e-04      1.38956e-06
   641.6      2.96101e-01      1.35546e-04      1.39473e-06
   641.7      2.95601e-01      1.36720e-04      1.39469e-06
   641.8      2.95111e-01      1.37501e-04      1.38687e-06
   641.9      2.94440e-01      1.33907e-04      1.36169e-06
   642.0      2.93641e-01      1.27330e-04      1.32603e-06
   642.1      2.92974e-01      1.23704e-04      1.30148e-06
   642.2      2.92518e-01      1.25394e-04      1.30198e-06
   642.3      2.92134e-01      1.30519e-04      1.33420e-06
   642.4      2.91721e-01      1.36432e-04      1.38523e-06
   642.5      2.91245e-01      1.38262e-04      1.39622e-06
   642.6      2.90701e-01      1.33782e-04      1.33858e-06
   642.7      2.90159e-01      1.30660e-04      1.30025e-06
   642.8      2.89687e-01      1.35714e-04      1.35845e-06
   642.9      2.89254e-01      1.42964e-04      1.43412e-06
   643.0      2.88811e-01      1.44341e-04      1.42454e-06
   643.1      2.88320e-01      1.41143e-04      1.36630e-06
   643.2      2.87746e-01      1.37854e-04      1.34441e-06
   643.3      2.87118e-01      1.34483e-04      1.34234e-06
   643.4      2.86507e-01      1.28251e-04      1.27950e-06
   643.5      2.85952e-01      1.19827e-04      1.15458e-06
   643.6      2.85479e-01      1.13435e-04      1.04451e-06
   643.7      2.85063e-01      1.11441e-04      9.99215e-07
   643.8      2.84602e-01      1.13593e-04      1.03396e-06
   643.9      2.84039e-01      1.18522e-04      1.13643e-06
   644.0      2.83429e-01      1.21419e-04      1.21504e-06
   644.1      2.82832e-01      1.19056e-04      1.20368e-06
   644.2      2.82298e-01      1.15938e-04      1.16479e-06
   644.3      2.81871e-01      1.16595e-04      1.16429e-06
   644.4      2.81487e-01      1.17435e-04      1.16245e-06
   644.5      2.81064e-01      1.13177e-04      1.09674e-06
   644.6      2.80613e-01      1.07701e-04      1.01768e-06
   644.7      2.80185e-01      1.09064e-04      1.02723e-06
   644.8      2.79793e-01      1.16093e-04      1.10539e-06
   644.9      2.79427e-01      1.21007e-04      1.14450e-06
   645.0      2.79037e-01      1.21536e-04      1.12973e-06
   645.1      2.78521e-01      1.21137e-04      1.14738e-06
   645.2      2.77862e-01      1.21441e-04      1.22398e-06
   645.3      2.77207e-01      1.21067e-04      1.27936e-06
   645.4      2.76662e-01      1.19582e-04      1.26663e-06
   645.5      2.76219e-01      1.19767e-04      1.24473e-06
   645.6      2.75855e-01      1.23417e-04      1.26067e-06
   645.7      2.75496e-01      1.25775e-04      1.26309e-06
   645.8      2.75061e-01      1.21625e-04      1.19242e-06
   645.9      2.74527e-01      1.13801e-04      1.09393e-06
   646.0      2.73888e-01      1.07273e-04      1.03962e-06
   646.1      2.73282e-01      1.03379e-04      1.01369e-06
   646.2      2.72928e-01      1.01987e-04      9.59457e-07
   646.3      2.72738e-01      1.03799e-04      9.10671e-07
   646.4      2.72382e-01      1.10324e-04      9.76910e-07
   646.5      2.71780e-01      1.18713e-04      1.13536e-06
   646.6      2.71156e-01      1.20064e-04      1.19346e-06
   646.7      2.70631e-01      1.12505e-04      1.09159e-06
   646.8      2.70145e-01      1.08150e-04      1.02905e-06
   646.9      2.69652e-01      1.14574e-04      1.13270e-06
   647.0      2.69172e-01      1.23652e-04      1.27440e-06
   647.1      2.68724e-01      1.27584e-04      1.33097e-06
   647.2      2.68277e-01      1.27744e-04      1.33055e-06
   647.3      2.67801e-01      1.26999e-04      1.32389e-06
   647.4      2.67365e-01      1.27039e-04      1.32288e-06
   647.5      2.67064e-01      1.29057e-04      1.32602e-06
   647.6      2.66799e-01      1.31187e-04      1.32460e-06
   647.7      2.66361e-01      1.29788e-04      1.30481e-06
   647.8      2.65732e-01      1.24557e-04      1.26398e-06
   647.9      2.65043e-01      1.17792e-04      1.20761e-06
   648.0      2.64405e-01      1.11813e-04      1.14845e-06
   648.1      2.63934e-01      1.09520e-04      1.11229e-06
   648.2      2.63651e-01      1.11727e-04      1.10978e-06
   648.3      2.63378e-01      1.14870e-04      1.12025e-06
   648.4      2.62993e-01      1.16838e-04      1.13551e-06
   648.5      2.62557e-01      1.19952e-04      1.18361e-06
   648.6      2.62133e-01      1.26145e-04      1.28475e-06
   648.7      2.61717e-01      1.32215e-04      1.38385e-06
   648.8      2.61288e-01      1.34288e-04      1.41806e-06
   648.9      2.60833e-01      1.32935e-04      1.40419e-06
   649.0      2.60337e-01      1.29893e-04      1.38031e-06
   649.1      2.59829e-01      1.26176e-04      1.35307e-06
   649.2      2.59356e-01      1.22435e-04      1.31238e-06
   649.3      2.58942e-01      1.18893e-04      1.25458e-06
   649.4      2.58595e-01      1.15462e-04      1.18067e-06
   649.5      2.58257e-01      1.11899e-04      1.10402e-06
   649.6      2.57779e-01      1.07738e-04      1.05637e-06
   649.7      2.57147e-01      1.03493e-04      1.05061e-06
   649.8      2.56611e-01      1.01673e-04      1.06279e-06
   649.9      2.56328e-01      1.03772e-04      1.07567e-06
   650.0      2.56134e-01      1.07509e-04      1.08951e-06
   650.1      2.55864e-01      1.10980e-04      1.11245e-06
   650.2      2.55473e-01      1.14925e-04      1.17312e-06
   650.3      2.54945e-01      1.20264e-04      1.29502e-06
   650.4      2.54409e-01      1.24814e-04      1.40573e-06
   650.5      2.54021e-01      1.25342e-04      1.40597e-06
   650.6      2.53683e-01      1.21409e-04      1.32047e-06
   650.7      2.53177e-01      1.13751e-04      1.23155e-06
   650.8      2.52578e-01      1.06399e-04      1.18225e-06
   650.9      2.52192e-01      1.06445e-04      1.19298e-06
   651.0      2.52060e-01      1.13503e-04      1.24190e-06
   651.1      2.51922e-01      1.18403e-04      1.25395e-06
   651.2      2.51620e-01      1.17386e-04      1.21102e-06
   651.3      2.51166e-01      1.15793e-04      1.19406e-06
   651.4      2.50611e-01      1.17404e-04      1.25001e-06
   651.5      2.50131e-01      1.21166e-04      1.32436e-06
   651.6      2.49837e-01      1.25100e-04      1.36271e-06
   651.7      2.49502e-01      1.24829e-04      1.34562e-06
   651.8      2.48897e-01      1.16487e-04      1.26274e-06
   651.9      2.48198e-01      1.05770e-04      1.16174e-06
   652.0      2.47677e-01      1.00384e-04      1.10064e-06
   652.1      2.47341e-01      9.95829e-05      1.07045e-06
   652.2      2.47092e-01      9.93411e-05      1.03669e-06
   652.3      2.46869e-01      1.00086e-04      1.01522e-06
   652.4      2.46627e-01      1.05304e-04      1.05782e-06
   652.5      2.46326e-01      1.13451e-04      1.15134e-06
   652.6      2.45920e-01      1.17496e-04      1.21306e-06
   652.7      2.45407e-01      1.13809e-04      1.18974e-06
   652.8      2.44858e-01      1.03683e-04      1.06701e-06
   652.9      2.44345e-01      9.10290e-05      8.81055e-07
   653.0      2.43944e-01      8.69511e-05      8.01318e-07
   653.1      2.43683e-01      9.80785e-05      9.36269e-07
   653.2      2.43388e-01      1.11114e-04      1.11686e-06
   653.3      2.42902e-01      1.13232e-04      1.17571e-06
   653.4      2.42353e-01      1.09962e-04      1.16470e-06
   653.5      2.41915e-01      1.10007e-04      1.17516e-06
   653.6      2.41543e-01      1.12768e-04      1.20741e-06
   653.7      2.41119e-01      1.14362e-04      1.22855e-06
   653.8      2.40651e-01      1.13804e-04      1.22183e-06
   653.9      2.40217e-01      1.11618e-04      1.17798e-06
   654.0      2.39819e-01      1.09808e-04      1.13254e-06
   654.1      2.39391e-01      1.11971e-04      1.16505e-06
   654.2      2.38907e-01      1.17360e-04      1.27212e-06
   654.3      2.38383e-01      1.19355e-04      1.34012e-06
   654.4      2.37858e-01      1.15507e-04      1.31626e-06
   654.5      2.37414e-01      1.11549e-04      1.26447e-06
   654.6      2.37088e-01      1.10668e-04      1.22332e-06
   654.7      2.36751e-01      1.07857e-04      1.15036e-06
   654.8      2.36306e-01      9.95571e-05      1.01797e-06
   654.9      2.35877e-01      9.36135e-05      9.20434e-07
   655.0      2.35598e-01      9.80573e-05      9.52023e-07
   655.1      2.35334e-01      1.04260e-04      1.00788e-06
   655.2      2.34889e-01      9.98526e-05      9.38832e-07
   655.3      2.34368e-01      9.15858e-05      8.25684e-07
   655.4      2.34010e-01      9.47509e-05      8.52253e-07
   655.5      2.33773e-01      1.06760e-04      9.88753e-07
   655.6      2.33422e-01      1.12859e-04      1.06070e-06
   655.7      2.32904e-01      1.10584e-04      1.04482e-06
   655.8      2.32341e-01      1.09613e-04      1.06844e-06
   655.9      2.31792e-01      1.13246e-04      1.16949e-06
   656.0      2.31234e-01      1.15379e-04      1.25177e-06
   656.1      2.30679e-01      1.12343e-04      1.24960e-06
   656.2      2.30236e-01      1.06598e-04      1.17284e-06
   656.3      2.29962e-01      1.01290e-04      1.05715e-06
   656.4      2.29670e-01      1.01080e-04      1.02606e-06
   656.5      2.29208e-01      1.09171e-04      1.17053e-06
   656.6      2.28765e-01      1.17583e-04      1.31062e-06
   656.7      2.28567e-01      1.17081e-04      1.23693e-06
   656.8      2.28434e-01      1.10976e-04      1.05947e-06
   656.9      2.28062e-01      1.06509e-04      9.87687e-07
   657.0      2.27515e-01      1.06060e-04      1.03250e-06
   657.1      2.27047e-01      1.09747e-04      1.10720e-06
   657.2      2.26690e-01      1.13917e-04      1.14510e-06
   657.3      2.26312e-01      1.11458e-04      1.08500e-06
   657.4      2.25843e-01      1.02240e-04      9.51279e-07
   657.5      2.25269e-01      9.41980e-05      8.71343e-07
   657.6      2.24641e-01      9.14742e-05      8.93436e-07
   657.7      2.24140e-01      9.22681e-05      9.34940e-07
   657.8      2.23853e-01      9.52563e-05      9.48494e-07
   657.9      2.23613e-01      1.00115e-04      9.78575e-07
   658.0      2.23271e-01      1.06506e-04      1.06240e-06
   658.1      2.22825e-01      1.12642e-04      1.16927e-06
   658.2      2.22298e-01      1.16406e-04      1.25549e-06
   658.3      2.21811e-01      1.15606e-04      1.26122e-06
   658.4      2.21484e-01      1.08250e-04      1.13016e-06
   658.5      2.21212e-01      9.91637e-05      9.61939e-07
   658.6      2.20817e-01      9.55004e-05      9.08565e-07
   658.7      2.20365e-01      9.64803e-05      9.39811e-07
   658.8      2.20066e-01      9.70996e-05      9.26594e-07
   658.9      2.19874e-01      9.64734e-05      8.69308e-07
   659.0      2.19533e-01      9.69886e-05      8.74647e-07
   659.1      2.19023e-01      1.00093e-04      9.67823e-07
   659.2      2.18613e-01      1.06279e-04      1.07718e-06
   659.3      2.18398e-01      1.14272e-04      1.15669e-06
   659.4      2.18149e-01      1.19194e-04      1.20023e-06
   659.5      2.17720e-01      1.18053e-04      1.20374e-06
   659.6      2.17203e-01      1.13429e-04      1.16874e-06
   659.7      2.16688e-01      1.07870e-04      1.10164e-06
   659.8      2.16189e-01      1.03301e-04      1.04445e-06
   659.9      2.15720e-01      1.01350e-04      1.03518e-06
   660.0      2.15341e-01      1.01978e-04      1.04710e-06
   660.1      2.15114e-01      1.04696e-04      1.04283e-06
   660.2      2.14855e-01      1.06426e-04      1.03011e-06
   660.3      2.14300e-01      1.03144e-04      1.03204e-06
   660.4      2.13602e-01      9.70706e-05      1.03634e-06
   660.5      2.13156e-01      9.40246e-05      1.01121e-06
   660.6      2.12979e-01      9.58496e-05      9.82597e-07
   660.7      2.12778e-01      1.01478e-04      1.02847e-06
   660.8      2.12427e-01      1.08240e-04      1.14031e-06
   660.9      2.11983e-01      1.10925e-04      1.20049e-06
   661.0      2.11528e-01      1.08511e-04      1.16741e-06
   661.1      2.11196e-01      1.07457e-04      1.13338e-06
   661.2      2.11013e-01      1.10316e-04      1.14520e-06
   661.3      2.10699e-01      1.08976e-04      1.12335e-06
   661.4      2.10075e-01      9.81923e-05      1.01409e-06
   661.5      2.09474e-01      8.85659e-05      9.17751e-07
   661.6      2.09230e-01      9.07794e-05      9.34833e-07
   661.7      2.09185e-01      9.99552e-05      1.01014e-06
   661.8      2.09085e-01      1.08055e-04      1.05712e-06
   661.9      2.08859e-01      1.10100e-04      1.03289e-06
   662.0      2.08496e-01      1.02372e-04      9.12863e-07
   662.1      2.08067e-01      9.37814e-05      8.12448e-07
   662.2      2.07685e-01      1.00487e-04      9.30072e-07
   662.3      2.07347e-01      1.19378e-04      1.21588e-06
   662.4      2.06959e-01      1.32029e-04      1.42169e-06
   662.5      2.06493e-01      1.32671e-04      1.46669e-06
   662.6      2.05997e-01      1.28817e-04      1.44456e-06
   662.7      2.05516e-01      1.24241e-04      1.39800e-06
   662.8      2.05105e-01      1.17295e-04      1.29463e-06
   662.9      2.04779e-01      1.08405e-04      1.14024e-06
   663.0      2.04458e-01      1.04164e-04      1.05180e-06
   663.1      2.04090e-01      1.08764e-04      1.10576e-06
   663.2      2.03739e-01      1.15149e-04      1.19241e-06
   663.3      2.03464e-01      1.16222e-04      1.20025e-06
   663.4      2.03187e-01      1.12304e-04      1.13437e-06
   663.5      2.02810e-01      1.05276e-04      1.02582e-06
   663.6      2.02336e-01      9.94219e-05      9.48014e-07
   663.7      2.01800e-01      9.96075e-05      9.84361e-07
   663.8      2.01273e-01      1.03524e-04      1.08059e-06
   663.9      2.00839e-01      1.05609e-04      1.11911e-06
   664.0      2.00464e-01      1.06216e-04      1.11612e-06
   664.1      2.00027e-01      1.09776e-04      1.18045e-06
   664.2      1.99553e-01      1.15616e-04      1.29326e-06
   664.3      1.99211e-01      1.17722e-04      1.30247e-06
   664.4      1.99002e-01      1.13883e-04      1.17098e-06
   664.5      1.98670e-01      1.07261e-04      1.02843e-06
   664.6      1.98117e-01      1.00803e-04      9.55194e-07
   664.7      1.97588e-01      9.75406e-05      9.33855e-07
   664.8      1.97251e-01      9.94188e-05      9.48620e-07
   664.9      1.96982e-01      1.04584e-04      9.95690e-07
   665.0      1.96643e-01      1.11098e-04      1.07360e-06
   665.1      1.96187e-01      1.16858e-04      1.16351e-06
   665.2      1.95591e-01      1.19583e-04      1.23781e-06
   665.3      1.94980e-01      1.16989e-04      1.23441e-06
   665.4      1.94499e-01      1.06914e-04      1.08726e-06
   665.5      1.94104e-01      9.47229e-05      8.91963e-07
   665.6      1.93682e-01      8.88535e-05      8.08457e-07
   665.7      1.93219e-01      9.09423e-05      8.58351e-07
   665.8      1.92760e-01      9.91635e-05      9.89799e-07
   665.9      1.92352e-01      1.10391e-04      1.14767e-06
   666.0      1.92041e-01      1.19923e-04      1.26572e-06
   666.1      1.91776e-01      1.23680e-04      1.29337e-06
   666.2      1.91372e-01      1.17554e-04      1.18958e-06
   666.3      1.90777e-01      1.04007e-04      9.99732e-07
   666.4      1.90178e-01      9.80583e-05      9.36302e-07
   666.5      1.89698e-01      1.06953e-04      1.09507e-06
   666.6      1.89306e-01      1.17555e-04      1.26469e-06
   666.7      1.88964e-01      1.19042e-04      1.27198e-06
   666.8      1.88635e-01      1.13748e-04      1.15763e-06
   666.9      1.88281e-01      1.05761e-04      9.93953e-07
   667.0      1.87849e-01      1.00981e-04      9.02504e-07
   667.1      1.87293e-01      1.04573e-04      9.92483e-07
   667.2      1.86702e-01      1.10020e-04      1.12761e-06
   667.3      1.86195e-01      1.07602e-04      1.10575e-06
   667.4      1.85722e-01      9.92690e-05      9.76096e-07
   667.5      1.85153e-01      9.22115e-05      9.00224e-07
   667.6      1.84568e-01      8.94864e-05      9.04398e-07
   667.7      1.84195e-01      9.18779e-05      9.30196e-07
   667.8      1.84005e-01      9.71322e-05      9.49054e-07
   667.9      1.83722e-01      9.97740e-05      9.56801e-07
   668.0      1.83264e-01      9.96305e-05      9.71960e-07
   668.1      1.82801e-01      1.03656e-04      1.04559e-06
   668.2      1.82446e-01      1.14187e-04      1.17989e-06
   668.3      1.82205e-01      1.24297e-04      1.27683e-06
   668.4      1.82031e-01      1.28939e-04      1.27879e-06
   668.5      1.81729e-01      1.29077e-04      1.25093e-06
   668.6      1.81175e-01      1.25978e-04      1.24368e-06
   668.7      1.80595e-01      1.21457e-04      1.21908e-06
   668.8      1.80201e-01      1.16977e-04      1.13788e-06
   668.9      1.79818e-01      1.12723e-04      1.05318e-06
   669.0      1.79212e-01      1.08718e-04      1.03120e-06
   669.1      1.78573e-01      1.06144e-04      1.04433e-06
   669.2      1.78224e-01      1.06637e-04      1.03640e-06
   669.3      1.78073e-01      1.09092e-04      1.00845e-06
   669.4      1.77824e-01      1.11030e-04      9.89286e-07
   669.5      1.77387e-01      1.10809e-04      9.80820e-07
   669.6      1.76806e-01      1.07153e-04      9.66412e-07
   669.7      1.76184e-01      1.02491e-04      9.55844e-07
   669.8      1.75707e-01      1.03437e-04      9.87825e-07
   669.9      1.75416e-01      1.10850e-04      1.06229e-06
   670.0      1.75155e-01      1.17384e-04      1.12221e-06
   670.1      1.74819e-01      1.18598e-04      1.13078e-06
   670.2      1.74399e-01      1.15597e-04      1.08958e-06
   670.3      1.73908e-01      1.09797e-04      1.00705e-06
   670.4      1.73418e-01      1.03583e-04      9.16818e-07
   670.5      1.72985e-01      9.91636e-05      8.51614e-07
   670.6      1.72591e-01      9.81839e-05      8.36922e-07
   670.7      1.72209e-01      1.02047e-04      8.95522e-07
   670.8      1.71802e-01      1.08950e-04      1.00668e-06
   670.9      1.71348e-01      1.16559e-04      1.13954e-06
   671.0      1.70942e-01      1.22693e-04      1.23439e-06
   671.1      1.70712e-01      1.25323e-04      1.22513e-06
   671.2      1.70531e-01      1.26899e-04      1.18574e-06
   671.3      1.70141e-01      1.31956e-04      1.25856e-06
   671.4      1.69573e-01      1.37136e-04      1.38567e-06
   671.5      1.69050e-01      1.33168e-04      1.36385e-06
   671.6      1.68636e-01      1.21140e-04      1.18956e-06
   671.7      1.68245e-01      1.12584e-04      1.05601e-06
   671.8      1.67845e-01      1.11925e-04      1.03921e-06
   671.9      1.67480e-01      1.14314e-04      1.06255e-06
   672.0      1.67160e-01      1.15552e-04      1.06419e-06
   672.1      1.66830e-01      1.12236e-04      1.00637e-06
   672.2      1.66444e-01      1.03556e-04      8.82138e-07
   672.3      1.66001e-01      9.61124e-05      7.71078e-07
   672.4      1.65525e-01      9.52640e-05      7.38661e-07
   672.5      1.65133e-01      9.88479e-05      7.64902e-07
   672.6      1.64920e-01      1.03568e-04      8.15623e-07
   672.7      1.64702e-01      1.04355e-04      8.24533e-07
   672.8      1.64261e-01      9.68829e-05      7.35006e-07
   672.9      1.63691e-01      8.96082e-05      6.64608e-07
   673.0      1.63174e-01      9.45720e-05      7.79401e-07
   673.1      1.62759e-01      1.07727e-04      1.00376e-06
   673.2      1.62431e-01      1.17798e-04      1.15250e-06
   673.3      1.62133e-01      1.21293e-04      1.18407e-06
   673.4      1.61771e-01      1.19248e-04      1.14277e-06
   673.5      1.61361e-01      1.14794e-04      1.07693e-06
   673.6      1.61026e-01      1.13441e-04      1.04609e-06
   673.7      1.60775e-01      1.16650e-04      1.07083e-06
   673.8      1.60475e-01      1.20972e-04      1.12610e-06
   673.9      1.60064e-01      1.23555e-04      1.17863e-06
   674.0      1.59602e-01      1.22217e-04      1.17468e-06
   674.1      1.59163e-01      1.17024e-04      1.09716e-06
   674.2      1.58855e-01      1.13990e-04      1.02670e-06
   674.3      1.58718e-01      1.16798e-04      1.01904e-06
   674.4      1.58519e-01      1.19278e-04      1.01984e-06
   674.5      1.58060e-01      1.16229e-04      9.84286e-07
   674.6      1.57511e-01      1.13662e-04      9.81992e-07
   674.7      1.57080e-01      1.18248e-04      1.08474e-06
